Date,Word,Count
2020-08-31,Extremist,4
2020-09-03,Extremist,7
2020-09-04,Extremist,2
2020-09-08,Extremist,3
2020-09-09,Extremist,6
2020-09-10,Extremist,6
2020-09-11,Extremist,8
2020-09-13,Extremist,1
2020-09-14,Extremist,1
2020-09-15,Extremist,2
2020-09-16,Extremist,1
2020-09-19,Extremist,20
2020-09-20,Extremist,0
2020-09-22,Extremist,7
2020-09-23,Extremist,4
2020-09-26,Extremist,7
2020-09-27,Extremist,1
2020-09-28,Extremist,1
2020-09-29,Extremist,1
2020-09-30,Extremist,8
2020-10-01,Extremist,11
2020-10-02,Extremist,0
2020-10-03,Extremist,3
2020-10-04,Extremist,10
2020-10-05,Extremist,2
2020-10-06,Extremist,4
2020-10-07,Extremist,3
2020-10-08,Extremist,3
2020-10-11,Extremist,0
2020-10-12,Extremist,1
2020-10-13,Extremist,3
2020-10-14,Extremist,0
2020-10-15,Extremist,6
2020-10-16,Extremist,8
2020-10-17,Extremist,9
2020-10-19,Extremist,0
2020-10-20,Extremist,6
2020-10-21,Extremist,1
2020-10-22,Extremist,8
2020-10-23,Extremist,0
2020-10-24,Extremist,7
2020-10-25,Extremist,3
2020-10-26,Extremist,2
2020-10-27,Extremist,8
2020-10-28,Extremist,4
2020-10-29,Extremist,2
2020-10-30,Extremist,0
2020-10-31,Extremist,4
2020-11-02,Extremist,3
2020-05-05,God,3
2020-05-06,God,2
2020-05-08,God,29
2020-05-08,God,7
2020-05-09,God,3
2020-05-10,God,8
2020-05-11,God,7
2020-05-12,God,3
2020-05-13,God,4
2020-05-14,God,1
2020-05-15,God,1
2020-05-21,God,4
2020-05-22,God,28
2020-05-24,God,24
2020-05-25,God,11
2020-05-26,God,7
2020-05-27,God,7
2020-05-28,God,9
2020-05-29,God,5
2020-05-31,God,2
2020-06-01,God,13
2020-06-02,God,16
2020-06-03,God,21
2020-06-04,God,19
2020-06-05,God,3
2020-06-06,God,2
2020-06-07,God,6
2020-06-08,God,6
2020-06-09,God,5
2020-06-09,God,6
2020-06-10,God,9
2020-06-11,God,4
2020-06-13,God,2
2020-06-15,God,4
2020-06-16,God,8
2020-06-17,God,3
2020-06-17,God,3
2020-06-18,God,3
2020-06-19,God,2
2020-06-20,God,4
2020-06-21,God,6
2020-06-23,God,6
2020-06-27,God,7
2020-06-29,God,6
2020-06-30,God,6
2020-07-01,God,12
2020-07-01,God,16
2020-07-02,God,4
2020-07-03,God,6
2020-07-04,God,13
2020-07-05,God,17
2020-07-05,God,20
2020-07-06,God,9
2020-07-07,God,4
2020-07-08,God,20
2020-07-09,God,4
2020-07-10,God,13
2020-07-11,God,9
2020-07-12,God,4
2020-07-13,God,9
2020-07-14,God,3
2020-07-15,God,5
2020-07-20,God,23
2020-07-21,God,14
2020-07-22,God,5
2020-07-23,God,7
2020-07-24,God,9
2020-07-27,God,3
2020-07-28,God,2
2020-07-29,God,4
2020-07-30,God,11
2020-07-31,God,13
2020-08-04,God,10
2020-08-05,God,6
2020-08-07,God,11
2020-08-09,God,5
2020-08-11,God,12
2020-08-12,God,4
2020-08-14,God,15
2020-08-17,God,2
2020-08-18,God,3
2020-08-20,God,9
2020-08-21,God,23
2020-08-24,God,9
2020-08-26,God,26
2020-08-27,God,23
2020-08-28,God,22
2020-08-30,God,3
2020-08-31,God,6
2020-09-03,God,5
2020-09-04,God,6
2020-09-08,God,3
2020-09-09,God,2
2020-09-10,God,7
2020-09-11,God,23
2020-09-13,God,13
2020-09-14,God,5
2020-09-15,God,11
2020-09-16,God,12
2020-09-19,God,12
2020-09-20,God,5
2020-09-22,God,11
2020-09-23,God,2
2020-09-26,God,7
2020-09-27,God,8
2020-09-28,God,6
2020-09-29,God,2
2020-09-30,God,2
2020-10-01,God,3
2020-10-02,God,7
2020-10-03,God,5
2020-10-04,God,5
2020-10-05,God,5
2020-10-06,God,13
2020-10-07,God,6
2020-10-08,God,14
2020-10-11,God,8
2020-10-12,God,9
2020-10-13,God,9
2020-10-14,God,6
2020-10-15,God,2
2020-10-16,God,9
2020-10-17,God,16
2020-10-19,God,5
2020-10-20,God,4
2020-10-21,God,13
2020-10-22,God,13
2020-10-23,God,2
2020-10-24,God,5
2020-10-25,God,7
2020-10-26,God,10
2020-10-27,God,7
2020-10-28,God,8
2020-10-29,God,11
2020-10-30,God,3
2020-10-31,God,7
2020-11-02,God,9
